[2026-02-21 00:02:00] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 1, 'docena_2': 4, 'docena_3': 0, 'columna_1': 0, 'columna_2': 4, 'columna_3': 1}
[2026-03-10 07:21:18] CHECKING Roulette Macao: Threshold=10 Delays={'docena_1': 7, 'docena_2': 0, 'docena_3': 1, 'columna_1': 2, 'columna_2': 0, 'columna_3': 7}
[2026-03-10 07:21:18] Roulette Macao Delays={'docena_1': 7, 'docena_2': 0, 'docena_3': 1, 'columna_1': 2, 'columna_2': 0, 'columna_3': 7} TH=10
[2026-03-10 07:21:21] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 1, 'columna_1': 0, 'columna_2': 1, 'columna_3': 2}
[2026-03-10 07:21:21] Ruleta Latina Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 1, 'columna_1': 0, 'columna_2': 1, 'columna_3': 2} TH=10
[2026-03-10 07:21:24] CHECKING Roulette 2 Extra Time: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 6, 'columna_1': 5, 'columna_2': 0, 'columna_3': 1}
[2026-03-10 07:21:24] Roulette 2 Extra Time Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 6, 'columna_1': 5, 'columna_2': 0, 'columna_3': 1} TH=10
[2026-03-10 07:21:28] CHECKING Brazilian Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 4, 'docena_3': 2, 'columna_1': 0, 'columna_2': 2, 'columna_3': 4}
[2026-03-10 07:21:28] Brazilian Roulette Delays={'docena_1': 0, 'docena_2': 4, 'docena_3': 2, 'columna_1': 0, 'columna_2': 2, 'columna_3': 4} TH=10
[2026-03-10 07:21:32] CHECKING Auto Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 3, 'docena_3': 0, 'columna_1': 5, 'columna_2': 0, 'columna_3': 2}
[2026-03-10 07:21:32] Auto Roulette Delays={'docena_1': 1, 'docena_2': 3, 'docena_3': 0, 'columna_1': 5, 'columna_2': 0, 'columna_3': 2} TH=10
[2026-03-10 07:21:35] CHECKING Roulette 1: Threshold=10 Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 1, 'columna_1': 3, 'columna_2': 0, 'columna_3': 2}
[2026-03-10 07:21:35] Roulette 1 Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 1, 'columna_1': 3, 'columna_2': 0, 'columna_3': 2} TH=10
[2026-03-10 07:21:36] CHECKING Roulette 3: Threshold=10 Delays={'docena_1': 5, 'docena_2': 1, 'docena_3': 0, 'columna_1': 8, 'columna_2': 3, 'columna_3': 0}
[2026-03-10 07:21:36] Roulette 3 Delays={'docena_1': 5, 'docena_2': 1, 'docena_3': 0, 'columna_1': 8, 'columna_2': 3, 'columna_3': 0} TH=10
[2026-03-10 07:21:37] CHECKING Brazilian Mega Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 7, 'docena_3': 2, 'columna_1': 1, 'columna_2': 2, 'columna_3': 0}
[2026-03-10 07:21:37] Brazilian Mega Roulette Delays={'docena_1': 0, 'docena_2': 7, 'docena_3': 2, 'columna_1': 1, 'columna_2': 2, 'columna_3': 0} TH=10
[2026-03-10 07:21:57] CHECKING Lucky 6 Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 8, 'docena_3': 1, 'columna_1': 5, 'columna_2': 7, 'columna_3': 0}
[2026-03-10 07:21:57] Lucky 6 Roulette Delays={'docena_1': 0, 'docena_2': 8, 'docena_3': 1, 'columna_1': 5, 'columna_2': 7, 'columna_3': 0} TH=10
[2026-03-10 07:21:59] CHECKING Mega Roulette: Threshold=10 Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 3, 'columna_1': 4, 'columna_2': 0, 'columna_3': 1}
[2026-03-10 07:21:59] Mega Roulette Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 3, 'columna_1': 4, 'columna_2': 0, 'columna_3': 1} TH=10
[2026-03-10 07:22:02] CHECKING Roulette Macao: Threshold=10 Delays={'docena_1': 8, 'docena_2': 0, 'docena_3': 2, 'columna_1': 3, 'columna_2': 1, 'columna_3': 0}
[2026-03-10 07:22:02] Roulette Macao Delays={'docena_1': 8, 'docena_2': 0, 'docena_3': 2, 'columna_1': 3, 'columna_2': 1, 'columna_3': 0} TH=10
[2026-03-10 07:22:05] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 3, 'docena_2': 0, 'docena_3': 2, 'columna_1': 1, 'columna_2': 0, 'columna_3': 3}
[2026-03-10 07:22:05] Ruleta Latina Delays={'docena_1': 3, 'docena_2': 0, 'docena_3': 2, 'columna_1': 1, 'columna_2': 0, 'columna_3': 3} TH=10
[2026-03-10 07:22:06] CHECKING Brazilian Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 5, 'docena_3': 0, 'columna_1': 0, 'columna_2': 3, 'columna_3': 5}
[2026-03-10 07:22:06] Brazilian Roulette Delays={'docena_1': 1, 'docena_2': 5, 'docena_3': 0, 'columna_1': 0, 'columna_2': 3, 'columna_3': 5} TH=10
[2026-03-10 07:22:08] CHECKING Roulette 2 Extra Time: Threshold=10 Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 7, 'columna_1': 0, 'columna_2': 1, 'columna_3': 2}
[2026-03-10 07:22:08] Roulette 2 Extra Time Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 7, 'columna_1': 0, 'columna_2': 1, 'columna_3': 2} TH=10
[2026-03-10 07:22:10] CHECKING Auto Roulette: Threshold=10 Delays={'docena_1': 2, 'docena_2': 4, 'docena_3': 0, 'columna_1': 0, 'columna_2': 1, 'columna_3': 3}
[2026-03-10 07:22:10] Auto Roulette Delays={'docena_1': 2, 'docena_2': 4, 'docena_3': 0, 'columna_1': 0, 'columna_2': 1, 'columna_3': 3} TH=10
[2026-03-10 07:22:13] CHECKING Roulette 1: Threshold=10 Delays={'docena_1': 3, 'docena_2': 0, 'docena_3': 2, 'columna_1': 4, 'columna_2': 0, 'columna_3': 3}
[2026-03-10 07:22:13] Roulette 1 Delays={'docena_1': 3, 'docena_2': 0, 'docena_3': 2, 'columna_1': 4, 'columna_2': 0, 'columna_3': 3} TH=10
[2026-03-10 07:22:15] CHECKING Brazilian Mega Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 3, 'columna_1': 2, 'columna_2': 0, 'columna_3': 1}
[2026-03-10 07:22:15] Brazilian Mega Roulette Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 3, 'columna_1': 2, 'columna_2': 0, 'columna_3': 1} TH=10
[2026-03-10 07:22:19] CHECKING Roulette 3: Threshold=10 Delays={'docena_1': 6, 'docena_2': 0, 'docena_3': 1, 'columna_1': 9, 'columna_2': 4, 'columna_3': 0}
[2026-03-10 07:22:19] Roulette 3 Delays={'docena_1': 6, 'docena_2': 0, 'docena_3': 1, 'columna_1': 9, 'columna_2': 4, 'columna_3': 0} TH=10
[2026-03-10 07:22:40] CHECKING Lucky 6 Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 9, 'docena_3': 2, 'columna_1': 6, 'columna_2': 8, 'columna_3': 0}
[2026-03-10 07:22:40] Lucky 6 Roulette Delays={'docena_1': 0, 'docena_2': 9, 'docena_3': 2, 'columna_1': 6, 'columna_2': 8, 'columna_3': 0} TH=10
[2026-03-10 07:22:42] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 4, 'docena_2': 1, 'docena_3': 0, 'columna_1': 2, 'columna_2': 1, 'columna_3': 0}
[2026-03-10 07:22:42] Ruleta Latina Delays={'docena_1': 4, 'docena_2': 1, 'docena_3': 0, 'columna_1': 2, 'columna_2': 1, 'columna_3': 0} TH=10
[2026-03-10 07:22:42] CHECKING Mega Roulette: Threshold=10 Delays={'docena_1': 3, 'docena_2': 0, 'docena_3': 4, 'columna_1': 5, 'columna_2': 1, 'columna_3': 0}
[2026-03-10 07:22:42] Mega Roulette Delays={'docena_1': 3, 'docena_2': 0, 'docena_3': 4, 'columna_1': 5, 'columna_2': 1, 'columna_3': 0} TH=10
[2026-03-10 07:22:43] CHECKING Brazilian Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 6, 'docena_3': 1, 'columna_1': 1, 'columna_2': 0, 'columna_3': 6}
[2026-03-10 07:22:43] Brazilian Roulette Delays={'docena_1': 0, 'docena_2': 6, 'docena_3': 1, 'columna_1': 1, 'columna_2': 0, 'columna_3': 6} TH=10
[2026-03-10 07:22:45] CHECKING Roulette Macao: Threshold=10 Delays={'docena_1': 9, 'docena_2': 1, 'docena_3': 0, 'columna_1': 4, 'columna_2': 2, 'columna_3': 0}
[2026-03-10 07:22:45] Roulette Macao Delays={'docena_1': 9, 'docena_2': 1, 'docena_3': 0, 'columna_1': 4, 'columna_2': 2, 'columna_3': 0} TH=10
[2026-03-10 07:22:47] CHECKING Auto Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 5, 'docena_3': 1, 'columna_1': 1, 'columna_2': 0, 'columna_3': 4}
[2026-03-10 07:22:47] Auto Roulette Delays={'docena_1': 0, 'docena_2': 5, 'docena_3': 1, 'columna_1': 1, 'columna_2': 0, 'columna_3': 4} TH=10
[2026-03-10 07:22:56] CHECKING Roulette 1: Threshold=10 Delays={'docena_1': 4, 'docena_2': 1, 'docena_3': 0, 'columna_1': 5, 'columna_2': 1, 'columna_3': 0}
[2026-03-10 07:22:56] Roulette 1 Delays={'docena_1': 4, 'docena_2': 1, 'docena_3': 0, 'columna_1': 5, 'columna_2': 1, 'columna_3': 0} TH=10
[2026-03-10 07:22:57] CHECKING Roulette 3: Threshold=10 Delays={'docena_1': 7, 'docena_2': 0, 'docena_3': 2, 'columna_1': 0, 'columna_2': 5, 'columna_3': 1}
[2026-03-10 07:22:57] Roulette 3 Delays={'docena_1': 7, 'docena_2': 0, 'docena_3': 2, 'columna_1': 0, 'columna_2': 5, 'columna_3': 1} TH=10
[2026-03-10 07:22:58] CHECKING Roulette 2 Extra Time: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 8, 'columna_1': 0, 'columna_2': 2, 'columna_3': 3}
[2026-03-10 07:22:58] Roulette 2 Extra Time Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 8, 'columna_1': 0, 'columna_2': 2, 'columna_3': 3} TH=10
[2026-03-10 07:22:58] CHECKING Brazilian Mega Roulette: Threshold=10 Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 4, 'columna_1': 3, 'columna_2': 0, 'columna_3': 2}
[2026-03-10 07:22:58] Brazilian Mega Roulette Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 4, 'columna_1': 3, 'columna_2': 0, 'columna_3': 2} TH=10
[2026-03-10 07:23:17] CHECKING Lucky 6 Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 10, 'docena_3': 0, 'columna_1': 0, 'columna_2': 9, 'columna_3': 1}
   >>> SENT ALERT for docena_2 (Delay 10)
[2026-03-10 07:23:19] Lucky 6 Roulette Delays={'docena_1': 1, 'docena_2': 10, 'docena_3': 0, 'columna_1': 0, 'columna_2': 9, 'columna_3': 1} TH=10
[2026-03-10 07:23:21] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 5, 'docena_2': 2, 'docena_3': 0, 'columna_1': 3, 'columna_2': 0, 'columna_3': 1}
[2026-03-10 07:23:21] Ruleta Latina Delays={'docena_1': 5, 'docena_2': 2, 'docena_3': 0, 'columna_1': 3, 'columna_2': 0, 'columna_3': 1} TH=10
[2026-03-10 07:23:22] CHECKING Brazilian Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 7, 'docena_3': 2, 'columna_1': 2, 'columna_2': 1, 'columna_3': 0}
[2026-03-10 07:23:22] Brazilian Roulette Delays={'docena_1': 0, 'docena_2': 7, 'docena_3': 2, 'columna_1': 2, 'columna_2': 1, 'columna_3': 0} TH=10
[2026-03-10 07:23:23] CHECKING Roulette Macao: Threshold=10 Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 1, 'columna_1': 5, 'columna_2': 0, 'columna_3': 1}
[2026-03-10 07:23:23] Roulette Macao Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 1, 'columna_1': 5, 'columna_2': 0, 'columna_3': 1} TH=10
[2026-03-10 07:23:25] CHECKING Auto Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 2, 'columna_1': 2, 'columna_2': 1, 'columna_3': 0}
[2026-03-10 07:23:25] Auto Roulette Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 2, 'columna_1': 2, 'columna_2': 1, 'columna_3': 0} TH=10
[2026-03-10 07:23:27] CHECKING Mega Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 5, 'columna_1': 0, 'columna_2': 2, 'columna_3': 1}
[2026-03-10 07:23:27] Mega Roulette Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 5, 'columna_1': 0, 'columna_2': 2, 'columna_3': 1} TH=10
[2026-03-10 07:23:29] CHECKING Roulette 3: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 3, 'columna_1': 0, 'columna_2': 6, 'columna_3': 2}
[2026-03-10 07:23:29] Roulette 3 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 3, 'columna_1': 0, 'columna_2': 6, 'columna_3': 2} TH=10
[2026-03-10 07:23:34] CHECKING Roulette 1: Threshold=10 Delays={'docena_1': 5, 'docena_2': 2, 'docena_3': 0, 'columna_1': 0, 'columna_2': 2, 'columna_3': 1}
[2026-03-10 07:23:34] Roulette 1 Delays={'docena_1': 5, 'docena_2': 2, 'docena_3': 0, 'columna_1': 0, 'columna_2': 2, 'columna_3': 1} TH=10
[2026-03-10 07:23:37] CHECKING Brazilian Mega Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 5, 'columna_1': 0, 'columna_2': 1, 'columna_3': 3}
[2026-03-10 07:23:37] Brazilian Mega Roulette Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 5, 'columna_1': 0, 'columna_2': 1, 'columna_3': 3} TH=10
[2026-03-10 07:23:42] CHECKING Roulette 2 Extra Time: Threshold=10 Delays={'docena_1': 1, 'docena_2': 2, 'docena_3': 0, 'columna_1': 0, 'columna_2': 3, 'columna_3': 4}
[2026-03-10 07:23:42] Roulette 2 Extra Time Delays={'docena_1': 1, 'docena_2': 2, 'docena_3': 0, 'columna_1': 0, 'columna_2': 3, 'columna_3': 4} TH=10
[2026-03-10 07:23:59] CHECKING Brazilian Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 8, 'docena_3': 0, 'columna_1': 0, 'columna_2': 2, 'columna_3': 1}
[2026-03-10 07:23:59] Brazilian Roulette Delays={'docena_1': 1, 'docena_2': 8, 'docena_3': 0, 'columna_1': 0, 'columna_2': 2, 'columna_3': 1} TH=10
[2026-03-10 07:24:02] CHECKING Lucky 6 Roulette: Threshold=10 Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 1, 'columna_1': 1, 'columna_2': 0, 'columna_3': 2}
[2026-03-10 07:24:02] Lucky 6 Roulette Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 1, 'columna_1': 1, 'columna_2': 0, 'columna_3': 2} TH=10
[2026-03-10 07:24:02] CHECKING Auto Roulette: Threshold=10 Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 3, 'columna_1': 3, 'columna_2': 2, 'columna_3': 0}
[2026-03-10 07:24:02] Auto Roulette Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 3, 'columna_1': 3, 'columna_2': 2, 'columna_3': 0} TH=10
[2026-03-10 07:24:04] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 6, 'docena_2': 3, 'docena_3': 0, 'columna_1': 4, 'columna_2': 0, 'columna_3': 2}
[2026-03-10 07:24:04] Ruleta Latina Delays={'docena_1': 6, 'docena_2': 3, 'docena_3': 0, 'columna_1': 4, 'columna_2': 0, 'columna_3': 2} TH=10
[2026-03-10 07:24:06] CHECKING Roulette 3: Threshold=10 Delays={'docena_1': 1, 'docena_2': 2, 'docena_3': 0, 'columna_1': 0, 'columna_2': 7, 'columna_3': 3}
[2026-03-10 07:24:06] Roulette 3 Delays={'docena_1': 1, 'docena_2': 2, 'docena_3': 0, 'columna_1': 0, 'columna_2': 7, 'columna_3': 3} TH=10
[2026-03-10 07:24:06] CHECKING Roulette Macao: Threshold=10 Delays={'docena_1': 1, 'docena_2': 3, 'docena_3': 0, 'columna_1': 6, 'columna_2': 1, 'columna_3': 0}
[2026-03-10 07:24:06] Roulette Macao Delays={'docena_1': 1, 'docena_2': 3, 'docena_3': 0, 'columna_1': 6, 'columna_2': 1, 'columna_3': 0} TH=10
[2026-03-10 07:24:11] CHECKING Mega Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 6, 'columna_1': 0, 'columna_2': 3, 'columna_3': 2}
[2026-03-10 07:24:11] Mega Roulette Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 6, 'columna_1': 0, 'columna_2': 3, 'columna_3': 2} TH=10
[2026-03-10 07:24:12] CHECKING Roulette 1: Threshold=10 Delays={'docena_1': 6, 'docena_2': 3, 'docena_3': 0, 'columna_1': 1, 'columna_2': 3, 'columna_3': 0}
[2026-03-10 07:24:12] Roulette 1 Delays={'docena_1': 6, 'docena_2': 3, 'docena_3': 0, 'columna_1': 1, 'columna_2': 3, 'columna_3': 0} TH=10
[2026-03-10 07:24:20] CHECKING Brazilian Mega Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 6, 'columna_1': 1, 'columna_2': 0, 'columna_3': 4}
[2026-03-10 07:24:20] Brazilian Mega Roulette Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 6, 'columna_1': 1, 'columna_2': 0, 'columna_3': 4} TH=10
[2026-03-10 07:24:26] CHECKING Roulette 2 Extra Time: Threshold=10 Delays={'docena_1': 2, 'docena_2': 3, 'docena_3': 0, 'columna_1': 1, 'columna_2': 0, 'columna_3': 5}
[2026-03-10 07:24:26] Roulette 2 Extra Time Delays={'docena_1': 2, 'docena_2': 3, 'docena_3': 0, 'columna_1': 1, 'columna_2': 0, 'columna_3': 5} TH=10
[2026-03-10 07:24:36] CHECKING Brazilian Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 9, 'docena_3': 1, 'columna_1': 1, 'columna_2': 0, 'columna_3': 2}
[2026-03-10 07:24:36] Brazilian Roulette Delays={'docena_1': 0, 'docena_2': 9, 'docena_3': 1, 'columna_1': 1, 'columna_2': 0, 'columna_3': 2} TH=10
[2026-03-10 07:24:39] CHECKING Auto Roulette: Threshold=10 Delays={'docena_1': 3, 'docena_2': 1, 'docena_3': 0, 'columna_1': 0, 'columna_2': 3, 'columna_3': 1}
[2026-03-10 07:24:39] Auto Roulette Delays={'docena_1': 3, 'docena_2': 1, 'docena_3': 0, 'columna_1': 0, 'columna_2': 3, 'columna_3': 1} TH=10
[2026-03-10 07:24:41] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 7, 'docena_2': 4, 'docena_3': 0, 'columna_1': 5, 'columna_2': 0, 'columna_3': 3}
[2026-03-10 07:24:41] Ruleta Latina Delays={'docena_1': 7, 'docena_2': 4, 'docena_3': 0, 'columna_1': 5, 'columna_2': 0, 'columna_3': 3} TH=10
[2026-03-10 07:24:43] CHECKING Roulette 3: Threshold=10 Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 1, 'columna_1': 1, 'columna_2': 0, 'columna_3': 4}
[2026-03-10 07:24:43] Roulette 3 Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 1, 'columna_1': 1, 'columna_2': 0, 'columna_3': 4} TH=10
[2026-03-10 07:24:43] CHECKING Roulette Macao: Threshold=10 Delays={'docena_1': 0, 'docena_2': 4, 'docena_3': 1, 'columna_1': 7, 'columna_2': 0, 'columna_3': 1}
[2026-03-10 07:24:43] Roulette Macao Delays={'docena_1': 0, 'docena_2': 4, 'docena_3': 1, 'columna_1': 7, 'columna_2': 0, 'columna_3': 1} TH=10
[2026-03-10 07:24:45] CHECKING Lucky 6 Roulette: Threshold=10 Delays={'docena_1': 3, 'docena_2': 1, 'docena_3': 0, 'columna_1': 2, 'columna_2': 1, 'columna_3': 0}
[2026-03-10 07:24:45] Lucky 6 Roulette Delays={'docena_1': 3, 'docena_2': 1, 'docena_3': 0, 'columna_1': 2, 'columna_2': 1, 'columna_3': 0} TH=10
[2026-03-10 07:25:38] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 8, 'docena_2': 5, 'docena_3': 0, 'columna_1': 6, 'columna_2': 1, 'columna_3': 0}
[2026-03-10 07:25:38] Ruleta Latina Delays={'docena_1': 8, 'docena_2': 5, 'docena_3': 0, 'columna_1': 6, 'columna_2': 1, 'columna_3': 0} TH=10
[2026-03-10 07:25:39] CHECKING Mega Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 8, 'columna_1': 1, 'columna_2': 5, 'columna_3': 0}
[2026-03-10 07:25:39] Mega Roulette Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 8, 'columna_1': 1, 'columna_2': 5, 'columna_3': 0} TH=10
[2026-03-10 07:25:40] CHECKING Brazilian Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 10, 'docena_3': 2, 'columna_1': 0, 'columna_2': 1, 'columna_3': 3}
   >>> SENT ALERT for docena_2 (Delay 10)
[2026-03-10 07:25:41] Brazilian Roulette Delays={'docena_1': 0, 'docena_2': 10, 'docena_3': 2, 'columna_1': 0, 'columna_2': 1, 'columna_3': 3} TH=10
[2026-03-10 07:25:41] CHECKING Roulette 1: Threshold=10 Delays={'docena_1': 8, 'docena_2': 1, 'docena_3': 0, 'columna_1': 3, 'columna_2': 0, 'columna_3': 1}
[2026-03-10 07:25:41] Roulette 1 Delays={'docena_1': 8, 'docena_2': 1, 'docena_3': 0, 'columna_1': 3, 'columna_2': 0, 'columna_3': 1} TH=10
[2026-03-10 07:25:42] CHECKING Roulette 3: Threshold=10 Delays={'docena_1': 3, 'docena_2': 1, 'docena_3': 0, 'columna_1': 0, 'columna_2': 1, 'columna_3': 5}
[2026-03-10 07:25:42] Roulette 3 Delays={'docena_1': 3, 'docena_2': 1, 'docena_3': 0, 'columna_1': 0, 'columna_2': 1, 'columna_3': 5} TH=10
[2026-03-10 07:25:43] CHECKING Roulette Macao: Threshold=10 Delays={'docena_1': 1, 'docena_2': 5, 'docena_3': 0, 'columna_1': 0, 'columna_2': 1, 'columna_3': 2}
[2026-03-10 07:25:43] Roulette Macao Delays={'docena_1': 1, 'docena_2': 5, 'docena_3': 0, 'columna_1': 0, 'columna_2': 1, 'columna_3': 2} TH=10
[2026-03-10 07:25:43] CHECKING Roulette 2 Extra Time: Threshold=10 Delays={'docena_1': 0, 'docena_2': 4, 'docena_3': 1, 'columna_1': 2, 'columna_2': 0, 'columna_3': 6}
[2026-03-10 07:25:43] Roulette 2 Extra Time Delays={'docena_1': 0, 'docena_2': 4, 'docena_3': 1, 'columna_1': 2, 'columna_2': 0, 'columna_3': 6} TH=10
[2026-03-10 07:25:44] CHECKING Brazilian Mega Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 2, 'docena_3': 0, 'columna_1': 0, 'columna_2': 2, 'columna_3': 1}
[2026-03-10 07:25:44] Brazilian Mega Roulette Delays={'docena_1': 1, 'docena_2': 2, 'docena_3': 0, 'columna_1': 0, 'columna_2': 2, 'columna_3': 1} TH=10
[2026-03-10 07:25:44] CHECKING Lucky 6 Roulette: Threshold=10 Delays={'docena_1': 4, 'docena_2': 2, 'docena_3': 0, 'columna_1': 3, 'columna_2': 2, 'columna_3': 0}
[2026-03-10 07:25:44] Lucky 6 Roulette Delays={'docena_1': 4, 'docena_2': 2, 'docena_3': 0, 'columna_1': 3, 'columna_2': 2, 'columna_3': 0} TH=10
[2026-03-10 07:25:45] CHECKING Auto Roulette: Threshold=10 Delays={'docena_1': 4, 'docena_2': 2, 'docena_3': 1, 'columna_1': 1, 'columna_2': 4, 'columna_3': 2}
[2026-03-10 07:25:45] Auto Roulette Delays={'docena_1': 4, 'docena_2': 2, 'docena_3': 1, 'columna_1': 1, 'columna_2': 4, 'columna_3': 2} TH=10
[2026-03-10 07:25:51] CHECKING Auto Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 2, 'columna_1': 2, 'columna_2': 5, 'columna_3': 0}
[2026-03-10 07:25:51] Auto Roulette Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 2, 'columna_1': 2, 'columna_2': 5, 'columna_3': 0} TH=10
[2026-03-10 07:25:53] CHECKING Brazilian Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 3, 'columna_1': 1, 'columna_2': 2, 'columna_3': 0}
[2026-03-10 07:25:53] Brazilian Roulette Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 3, 'columna_1': 1, 'columna_2': 2, 'columna_3': 0} TH=10
[2026-03-10 07:25:55] CHECKING Roulette 2 Extra Time: Threshold=10 Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 2, 'columna_1': 3, 'columna_2': 0, 'columna_3': 7}
[2026-03-10 07:25:55] Roulette 2 Extra Time Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 2, 'columna_1': 3, 'columna_2': 0, 'columna_3': 7} TH=10
[2026-03-10 07:26:00] CHECKING Roulette 3: Threshold=10 Delays={'docena_1': 4, 'docena_2': 0, 'docena_3': 1, 'columna_1': 0, 'columna_2': 2, 'columna_3': 6}
[2026-03-10 07:26:00] Roulette 3 Delays={'docena_1': 4, 'docena_2': 0, 'docena_3': 1, 'columna_1': 0, 'columna_2': 2, 'columna_3': 6} TH=10
[2026-03-10 07:26:05] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 0, 'docena_2': 6, 'docena_3': 1, 'columna_1': 0, 'columna_2': 2, 'columna_3': 1}
[2026-03-10 07:26:05] Ruleta Latina Delays={'docena_1': 0, 'docena_2': 6, 'docena_3': 1, 'columna_1': 0, 'columna_2': 2, 'columna_3': 1} TH=10
[2026-03-10 07:26:06] CHECKING Roulette 1: Threshold=10 Delays={'docena_1': 9, 'docena_2': 0, 'docena_3': 1, 'columna_1': 0, 'columna_2': 1, 'columna_3': 2}
[2026-03-10 07:26:06] Roulette 1 Delays={'docena_1': 9, 'docena_2': 0, 'docena_3': 1, 'columna_1': 0, 'columna_2': 1, 'columna_3': 2} TH=10
[2026-03-10 07:26:07] CHECKING Roulette Macao: Threshold=10 Delays={'docena_1': 2, 'docena_2': 6, 'docena_3': 0, 'columna_1': 0, 'columna_2': 2, 'columna_3': 3}
[2026-03-10 07:26:07] Roulette Macao Delays={'docena_1': 2, 'docena_2': 6, 'docena_3': 0, 'columna_1': 0, 'columna_2': 2, 'columna_3': 3} TH=10
[2026-03-10 07:26:09] CHECKING Lucky 6 Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 1, 'columna_1': 4, 'columna_2': 3, 'columna_3': 0}
[2026-03-10 07:26:09] Lucky 6 Roulette Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 1, 'columna_1': 4, 'columna_2': 3, 'columna_3': 0} TH=10
[2026-03-10 07:26:17] CHECKING Mega Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 9, 'columna_1': 2, 'columna_2': 0, 'columna_3': 1}
